cell_id,orig_obs_idx,role,gene_transcript
k562_93069,93069,nt,NT_POOL
k562_93089,93089,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_93134,93134,nt,NT_POOL
k562_93152,93152,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_93176,93176,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_93213,93213,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_93262,93262,nt,NT_POOL
k562_93313,93313,nt,NT_POOL
k562_93328,93328,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_93346,93346,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_93379,93379,nt,NT_POOL
k562_93394,93394,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_93566,93566,nt,NT_POOL
k562_93620,93620,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_93625,93625,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_93665,93665,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_93727,93727,nt,NT_POOL
k562_93778,93778,nt,NT_POOL
k562_93994,93994,nt,NT_POOL
k562_94042,94042,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_94087,94087,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_94106,94106,nt,NT_POOL
k562_94133,94133,nt,NT_POOL
k562_94191,94191,nt,NT_POOL
k562_94214,94214,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_94231,94231,nt,NT_POOL
k562_94239,94239,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_94299,94299,nt,NT_POOL
k562_94330,94330,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_94434,94434,nt,NT_POOL
k562_94455,94455,nt,NT_POOL
k562_94474,94474,nt,NT_POOL
k562_94520,94520,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_94531,94531,nt,NT_POOL
k562_94554,94554,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_94574,94574,nt,NT_POOL
k562_94586,94586,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_94617,94617,nt,NT_POOL
k562_94686,94686,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_94730,94730,nt,NT_POOL
k562_94805,94805,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_94820,94820,nt,NT_POOL
k562_94869,94869,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_94876,94876,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_94934,94934,nt,NT_POOL
k562_94958,94958,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_95001,95001,nt,NT_POOL
k562_95070,95070,nt,NT_POOL
k562_95193,95193,nt,NT_POOL
k562_95212,95212,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_95309,95309,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_95376,95376,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_95385,95385,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_95421,95421,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_95425,95425,nt,NT_POOL
k562_95426,95426,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_95446,95446,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_95470,95470,nt,NT_POOL
k562_95506,95506,nt,NT_POOL
k562_95551,95551,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_95739,95739,nt,NT_POOL
k562_95777,95777,nt,NT_POOL
k562_95819,95819,nt,NT_POOL
k562_95885,95885,nt,NT_POOL
k562_95993,95993,nt,NT_POOL
k562_96140,96140,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_96142,96142,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_96152,96152,nt,NT_POOL
k562_96158,96158,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_96251,96251,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_96378,96378,nt,NT_POOL
k562_96423,96423,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_96559,96559,nt,NT_POOL
k562_96568,96568,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_96657,96657,nt,NT_POOL
k562_96755,96755,nt,NT_POOL
k562_96819,96819,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_96861,96861,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_96863,96863,nt,NT_POOL
k562_96947,96947,nt,NT_POOL
k562_97006,97006,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_97011,97011,nt,NT_POOL
k562_97049,97049,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_97110,97110,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_97111,97111,nt,NT_POOL
k562_97242,97242,nt,NT_POOL
k562_97324,97324,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_97326,97326,nt,NT_POOL
k562_97414,97414,nt,NT_POOL
k562_97437,97437,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_97498,97498,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_97539,97539,nt,NT_POOL
k562_97584,97584,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_97651,97651,nt,NT_POOL
k562_97678,97678,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_97708,97708,nt,NT_POOL
k562_97717,97717,nt,NT_POOL
k562_97734,97734,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_97874,97874,nt,NT_POOL
k562_97951,97951,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_97972,97972,nt,NT_POOL
k562_98018,98018,nt,NT_POOL
k562_98055,98055,nt,NT_POOL
k562_98178,98178,nt,NT_POOL
k562_98230,98230,nt,NT_POOL
k562_98285,98285,nt,NT_POOL
k562_98416,98416,nt,NT_POOL
k562_98463,98463,nt,NT_POOL
k562_98515,98515,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_98552,98552,nt,NT_POOL
k562_98603,98603,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_98609,98609,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_98701,98701,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_98713,98713,nt,NT_POOL
k562_98814,98814,nt,NT_POOL
k562_98893,98893,nt,NT_POOL
k562_98964,98964,nt,NT_POOL
k562_98999,98999,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_99112,99112,nt,NT_POOL
k562_99176,99176,nt,NT_POOL
k562_99182,99182,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_99344,99344,nt,NT_POOL
k562_99527,99527,nt,NT_POOL
k562_99567,99567,nt,NT_POOL
k562_99664,99664,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_99748,99748,nt,NT_POOL
k562_99867,99867,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_99875,99875,nt,NT_POOL
k562_99886,99886,nt,NT_POOL
k562_99935,99935,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_99970,99970,nt,NT_POOL
k562_100006,100006,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_100012,100012,nt,NT_POOL
k562_100087,100087,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_100098,100098,nt,NT_POOL
k562_100310,100310,nt,NT_POOL
k562_100364,100364,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_100402,100402,nt,NT_POOL
k562_100456,100456,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_100460,100460,nt,NT_POOL
k562_100507,100507,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_100514,100514,nt,NT_POOL
k562_100580,100580,nt,NT_POOL
k562_100604,100604,nt,NT_POOL
k562_100783,100783,nt,NT_POOL
k562_100903,100903,nt,NT_POOL
k562_100918,100918,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_100941,100941,nt,NT_POOL
k562_100995,100995,nt,NT_POOL
k562_101060,101060,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_101153,101153,nt,NT_POOL
k562_101222,101222,nt,NT_POOL
k562_101285,101285,nt,NT_POOL
k562_101377,101377,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_101401,101401,nt,NT_POOL
k562_101526,101526,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_101551,101551,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_101585,101585,nt,NT_POOL
k562_101705,101705,nt,NT_POOL
k562_101709,101709,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_101804,101804,nt,NT_POOL
k562_101908,101908,nt,NT_POOL
k562_101921,101921,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_101989,101989,nt,NT_POOL
k562_102019,102019,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_102125,102125,nt,NT_POOL
k562_102327,102327,nt,NT_POOL
k562_102450,102450,nt,NT_POOL
k562_102462,102462,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_102488,102488,nt,NT_POOL
k562_102549,102549,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_102557,102557,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_102569,102569,nt,NT_POOL
k562_102614,102614,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_102709,102709,nt,NT_POOL
k562_102802,102802,nt,NT_POOL
k562_102869,102869,nt,NT_POOL
k562_102937,102937,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_102987,102987,nt,NT_POOL
k562_103014,103014,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_103130,103130,nt,NT_POOL
k562_103136,103136,nt,NT_POOL
k562_103169,103169,nt,NT_POOL
k562_103226,103226,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_103230,103230,nt,NT_POOL
k562_103373,103373,nt,NT_POOL
k562_103403,103403,nt,NT_POOL
k562_103439,103439,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_103509,103509,nt,NT_POOL
k562_103603,103603,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_103688,103688,nt,NT_POOL
k562_103694,103694,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_103754,103754,nt,NT_POOL
k562_103774,103774,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_103836,103836,nt,NT_POOL
k562_103842,103842,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_103903,103903,nt,NT_POOL
k562_103913,103913,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_103945,103945,nt,NT_POOL
k562_104072,104072,nt,NT_POOL
k562_104127,104127,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_104241,104241,nt,NT_POOL
k562_104282,104282,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_104286,104286,nt,NT_POOL
k562_104341,104341,nt,NT_POOL
k562_104401,104401,nt,NT_POOL
k562_104486,104486,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_104495,104495,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_104508,104508,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_104517,104517,nt,NT_POOL
k562_104544,104544,nt,NT_POOL
k562_104595,104595,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_104634,104634,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_104643,104643,nt,NT_POOL
k562_104686,104686,nt,NT_POOL
k562_104723,104723,nt,NT_POOL
k562_104774,104774,nt,NT_POOL
k562_104863,104863,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_104957,104957,nt,NT_POOL
k562_105063,105063,nt,NT_POOL
k562_105136,105136,nt,NT_POOL
k562_105174,105174,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_105180,105180,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_105233,105233,nt,NT_POOL
k562_105358,105358,nt,NT_POOL
k562_105439,105439,nt,NT_POOL
k562_105454,105454,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_105487,105487,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_105492,105492,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_105501,105501,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_105537,105537,nt,NT_POOL
k562_105582,105582,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_105616,105616,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_105707,105707,nt,NT_POOL
k562_105790,105790,nt,NT_POOL
k562_105850,105850,nt,NT_POOL
k562_105851,105851,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_105881,105881,nt,NT_POOL
k562_105975,105975,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_106007,106007,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_106041,106041,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_106203,106203,nt,NT_POOL
k562_106378,106378,nt,NT_POOL
k562_106414,106414,nt,NT_POOL
k562_106489,106489,nt,NT_POOL
k562_106530,106530,nt,NT_POOL
k562_106538,106538,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_106577,106577,nt,NT_POOL
k562_106651,106651,nt,NT_POOL
k562_106806,106806,nt,NT_POOL
k562_106817,106817,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_106934,106934,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_106936,106936,nt,NT_POOL
k562_106963,106963,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_107014,107014,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_107105,107105,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_107111,107111,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_107113,107113,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_107180,107180,nt,NT_POOL
k562_107201,107201,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_107208,107208,nt,NT_POOL
k562_107220,107220,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_107249,107249,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_107271,107271,nt,NT_POOL
k562_107296,107296,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_107323,107323,nt,NT_POOL
k562_107328,107328,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_107487,107487,nt,NT_POOL
k562_107527,107527,nt,NT_POOL
k562_107563,107563,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_107574,107574,nt,NT_POOL
k562_107596,107596,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_107624,107624,nt,NT_POOL
k562_107697,107697,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_107727,107727,nt,NT_POOL
k562_107856,107856,nt,NT_POOL
k562_107947,107947,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_107961,107961,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_108011,108011,nt,NT_POOL
k562_108145,108145,nt,NT_POOL
k562_108238,108238,nt,NT_POOL
k562_108318,108318,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_108385,108385,nt,NT_POOL
k562_108414,108414,nt,NT_POOL
k562_108506,108506,nt,NT_POOL
k562_108539,108539,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_108601,108601,nt,NT_POOL
k562_108668,108668,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_108725,108725,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_108806,108806,nt,NT_POOL
k562_108871,108871,nt,NT_POOL
k562_108957,108957,nt,NT_POOL
k562_109066,109066,nt,NT_POOL
k562_109101,109101,nt,NT_POOL
k562_109177,109177,nt,NT_POOL
k562_109269,109269,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_109342,109342,nt,NT_POOL
k562_109412,109412,nt,NT_POOL
k562_109482,109482,nt,NT_POOL
k562_109546,109546,nt,NT_POOL
k562_109587,109587,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_109616,109616,nt,NT_POOL
k562_109638,109638,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_109663,109663,nt,NT_POOL
k562_109678,109678,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_109698,109698,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_109821,109821,nt,NT_POOL
k562_109849,109849,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_109913,109913,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_109944,109944,nt,NT_POOL
k562_110014,110014,nt,NT_POOL
k562_110083,110083,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_110122,110122,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_110156,110156,nt,NT_POOL
k562_110215,110215,nt,NT_POOL
k562_110315,110315,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_110332,110332,nt,NT_POOL
k562_110405,110405,nt,NT_POOL
k562_110429,110429,nt,NT_POOL
k562_110510,110510,nt,NT_POOL
k562_110573,110573,nt,NT_POOL
k562_110597,110597,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_110722,110722,nt,NT_POOL
k562_110784,110784,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_110848,110848,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_110867,110867,nt,NT_POOL
k562_110930,110930,nt,NT_POOL
k562_110935,110935,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_111036,111036,nt,NT_POOL
k562_111071,111071,nt,NT_POOL
k562_111165,111165,nt,NT_POOL
k562_111205,111205,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_111254,111254,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_111259,111259,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_111261,111261,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_111331,111331,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_111342,111342,nt,NT_POOL
k562_111363,111363,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_111465,111465,nt,NT_POOL
k562_111526,111526,nt,NT_POOL
k562_111650,111650,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_111651,111651,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_111667,111667,nt,NT_POOL
k562_111692,111692,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_111711,111711,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_111740,111740,nt,NT_POOL
k562_111801,111801,nt,NT_POOL
k562_111866,111866,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_111975,111975,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_111992,111992,nt,NT_POOL
k562_112100,112100,nt,NT_POOL
k562_112204,112204,nt,NT_POOL
k562_112233,112233,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_112316,112316,nt,NT_POOL
k562_112324,112324,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_112366,112366,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_112376,112376,nt,NT_POOL
k562_112397,112397,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_112435,112435,nt,NT_POOL
k562_112575,112575,nt,NT_POOL
k562_112703,112703,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_112753,112753,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_112801,112801,nt,NT_POOL
k562_112845,112845,nt,NT_POOL
k562_112893,112893,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_112909,112909,nt,NT_POOL
k562_113004,113004,nt,NT_POOL
k562_113030,113030,nt,NT_POOL
k562_113126,113126,nt,NT_POOL
k562_113276,113276,nt,NT_POOL
k562_113339,113339,nt,NT_POOL
k562_113426,113426,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_113502,113502,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_113529,113529,nt,NT_POOL
k562_113553,113553,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_113565,113565,nt,NT_POOL
k562_113645,113645,nt,NT_POOL
k562_113743,113743,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_113818,113818,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_113825,113825,nt,NT_POOL
k562_113863,113863,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_113877,113877,nt,NT_POOL
k562_113918,113918,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_113991,113991,nt,NT_POOL
k562_114030,114030,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_114032,114032,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_114040,114040,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_114095,114095,nt,NT_POOL
k562_114128,114128,nt,NT_POOL
k562_114189,114189,nt,NT_POOL
k562_114348,114348,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_114473,114473,nt,NT_POOL
k562_114542,114542,nt,NT_POOL
k562_114595,114595,nt,NT_POOL
k562_114671,114671,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_114678,114678,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_114763,114763,nt,NT_POOL
k562_114860,114860,nt,NT_POOL
k562_114902,114902,nt,NT_POOL
k562_114931,114931,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_114991,114991,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_115043,115043,nt,NT_POOL
k562_115059,115059,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_115131,115131,nt,NT_POOL
k562_115174,115174,nt,NT_POOL
k562_115253,115253,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_115262,115262,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_115363,115363,nt,NT_POOL
k562_115479,115479,nt,NT_POOL
k562_115522,115522,nt,NT_POOL
k562_115599,115599,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_115665,115665,nt,NT_POOL
k562_115698,115698,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_115808,115808,nt,NT_POOL
k562_115826,115826,nt,NT_POOL
k562_115844,115844,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_115894,115894,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_115920,115920,nt,NT_POOL
k562_115935,115935,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_115961,115961,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_116039,116039,nt,NT_POOL
k562_116218,116218,nt,NT_POOL
k562_116365,116365,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_116409,116409,nt,NT_POOL
k562_116441,116441,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_116510,116510,nt,NT_POOL
k562_116722,116722,nt,NT_POOL
k562_116812,116812,nt,NT_POOL
k562_116835,116835,nt,NT_POOL
k562_116926,116926,nt,NT_POOL
k562_117001,117001,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_117068,117068,nt,NT_POOL
k562_117116,117116,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_117184,117184,nt,NT_POOL
k562_117217,117217,nt,NT_POOL
k562_117302,117302,nt,NT_POOL
k562_117348,117348,nt,NT_POOL
k562_117430,117430,nt,NT_POOL
k562_117440,117440,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_117488,117488,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_117511,117511,nt,NT_POOL
k562_117574,117574,nt,NT_POOL
k562_117607,117607,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_117683,117683,nt,NT_POOL
k562_117703,117703,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_117786,117786,nt,NT_POOL
k562_117861,117861,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_117910,117910,nt,NT_POOL
k562_117971,117971,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_117972,117972,nt,NT_POOL
k562_118004,118004,nt,NT_POOL
k562_118028,118028,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_118116,118116,nt,NT_POOL
k562_118137,118137,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_118139,118139,nt,NT_POOL
k562_118209,118209,nt,NT_POOL
k562_118299,118299,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_118306,118306,nt,NT_POOL
k562_118348,118348,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_118384,118384,nt,NT_POOL
k562_118461,118461,nt,NT_POOL
k562_118499,118499,nt,NT_POOL
k562_118560,118560,nt,NT_POOL
k562_118603,118603,nt,NT_POOL
k562_118680,118680,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_118763,118763,nt,NT_POOL
k562_118896,118896,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_118940,118940,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_118951,118951,nt,NT_POOL
k562_119033,119033,nt,NT_POOL
k562_119060,119060,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_119072,119072,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_119078,119078,nt,NT_POOL
k562_119147,119147,nt,NT_POOL
k562_119168,119168,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_119264,119264,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_119283,119283,nt,NT_POOL
k562_119302,119302,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_119422,119422,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_119450,119450,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_119485,119485,nt,NT_POOL
k562_119509,119509,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_119526,119526,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_119588,119588,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_119690,119690,nt,NT_POOL
k562_119704,119704,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_119745,119745,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_119813,119813,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_119834,119834,nt,NT_POOL
k562_119873,119873,nt,NT_POOL
k562_119942,119942,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_119984,119984,nt,NT_POOL
k562_120033,120033,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_120049,120049,nt,NT_POOL
k562_120092,120092,nt,NT_POOL
k562_120205,120205,nt,NT_POOL
k562_120285,120285,nt,NT_POOL
k562_120291,120291,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_120337,120337,nt,NT_POOL
k562_120439,120439,nt,NT_POOL
k562_120481,120481,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_120485,120485,nt,NT_POOL
k562_120493,120493,nt,NT_POOL
k562_120598,120598,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_120621,120621,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_120698,120698,nt,NT_POOL
k562_120797,120797,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_120806,120806,nt,NT_POOL
k562_120832,120832,nt,NT_POOL
k562_120876,120876,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_120896,120896,nt,NT_POOL
k562_120964,120964,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_120973,120973,nt,NT_POOL
k562_121019,121019,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_121033,121033,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_121039,121039,nt,NT_POOL
k562_121073,121073,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_121113,121113,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_121162,121162,nt,NT_POOL
k562_121226,121226,nt,NT_POOL
k562_121237,121237,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_121267,121267,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_121357,121357,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_121366,121366,nt,NT_POOL
